506	506	postive	amazing special effects 
507	507	postive	and the ending was really really great too 
508	508	postive	its it was my favorite part of the movie 
509	509	negative	the main problem of this movie is that this movie is so cheesy 
510	510	postive	i mean the blood is like twilight with some scifi with some action and with likable characters and that that is important guys 
511	511	postive	the characters of i am number four are likable 
512	512	neutral	not like the characters of of twilight 
513	513	postive	um the ending is open for a sequel 
514	514	postive	and uh i am looking forward to see a sequel of this movie 
515	515	postive	because i really dig this movie 
516	516	postive	i really dig this movie 
517	517	postive	the picture quality was really great 
518	518	postive	i will even pick up this movie on 
519	519	postive	i will even pick up this movie on um anyways um the movie for me is three starts out of five stars three solid stars 
520	520	postive	cause i had a good time 
521	521	negative	and uh this movie i was not looking forward to see this movie 
522	522	postive	but it was really good 
523	523	postive	the acting is its normal its not bad its not bad at all 
524	524	postive	the likable characters make this movie a really good movie 
525	525	postive	im willing to go with friends alone with family to watch on a rainy day and if you can watch it at half price at a midnight show screening 
526	526	postive	cause its worth it 
527	527	postive	so yeah if you want to have fun this weekend go watch it watch this movie 
528	528	negative	i mean it starts out really slow 
529	529	postive	but overall um go see it 
530	530	postive	it was a cool movie 
531	531	postive	the acting was allright 
532	532	postive	um i thought they casted kind of well 
533	533	negative	but what really threw me off was the dialogue very cheese dialogue 
534	534	negative	oh my god the whole movie had a really dry dialogue 
535	535	postive	there were a couple funny parts 
536	536	negative	but i dont think the humour redeemed the movie from being so bad in the dialogue department 
537	537	negative	whoever wrote this isnt the writer definately 
538	538	postive	but overall i enjoyed it 
539	539	postive	the the whole movie i was you know thinking this isn as bad as ive heard and it wasnt 
540	540	negative	um and the movie was pretty short 
541	541	negative	and the dialogue threw me off 
542	542	postive	other than that um i think it was and ok movie 
543	543	postive	definately a little bit above average 
544	544	postive	i dont think its as bad as you probably read on reviews 
545	545	postive	so yeah go see it 
546	546	postive	um graphics were incredible 
547	547	postive	um some really good acting 
548	548	negative	some really lucky acting 
549	549	postive	so this was pretty funny 
550	550	postive	coz people were like eating popcorn and you see the first show and people you hear like this this ripple effect of whispering oh my god is that a is that am i looking at this right what 
551	551	postive	i thought that was really funny 
552	552	negative	um there could been less blue nudity 
553	553	negative	because what was weird was the fact that in part of the movie hes wearing like a blue um overall long thing medal long thing so i was like why not wear the whole whole time you know why why you got to go command on us 
554	554	postive	it was funny though 
555	555	postive	hes funny 
556	556	negative	its kind of weird 
557	557	postive	i dont know classic superhero kind of getting on kind of thing 
558	558	negative	all right so enough of the nudity 
559	559	negative	um but what sucked what was bad was malin akerman the girl who plays the silk spectre ii 
560	560	negative	um junior lady girl i know i i mean she looked fan fantastic 
561	561	postive	she looked phenomenal 
562	562	postive	she looked like a superhero 
563	563	negative	but she acted like power ranger 
564	564	negative	and theres a vast difference between those two things 
565	565	postive	ill tell you who made the movie 
566	566	postive	who was just kick ass 100 of time was the guy that played our rorschach 
567	567	postive	but anyways he was awesome 
568	568	postive	i thought that was very cool 
569	569	postive	um he was awesome 
570	570	postive	like he was incredible 
571	571	postive	the other guy that did a really good job was um jeffrey dean morgan 
572	572	postive	he did a very good job 
573	573	negative	very dark 
574	574	negative	um i really liked sicko guy 
575	575	postive	but um he did a really good job at acting 
576	576	postive	i was very impressed 
577	577	postive	so overall its its like a blend of got alternative history 
578	578	postive	and its very very interesting 
579	579	negative	um but its extremely dark 
580	580	negative	i warn you its a very very dark 
581	581	negative	and um theres not in my opinion there wasnt very much of a balance between sort of like the good evil kind of thing 
582	582	negative	and it seemed like everything was sort of overwhelmingly bad 
583	583	negative	um so at the end theres not really a whole lot of redeeming value that i think you come up with 
584	584	postive	but um you know overall it was good 
585	585	neutral	um ronny wanted to know what was the last movie we saw in theatres and to give a review for it 
586	586	negative	um i think the last movie i saw in theatres was toy story 3 and i hated it 
587	587	postive	i really did 
588	588	negative	i think im getting to that point where im just not entertained by disney pixar movies anymore because i couldnt stand up 
589	589	negative	and i really hated cars 
590	590	postive	i liked finding nemo 
591	591	postive	and i liked wally 
592	592	negative	i didnt think it was funny 
593	593	negative	i didnt think it was cute 
594	594	negative	i didnt think it was sad 
595	595	negative	i just hated it 
596	596	negative	like seriously 
597	597	negative	two out of five stars 
598	598	negative	i guess im just over it 
599	599	postive	i kind of have a um artistic video up on my main channel 
600	600	postive	i love you guys 
601	601	postive	who have named themselves after the places um to which they have traveled in which i think is a really nice xxx 
602	602	neutral	now columbus is a basically um ocd 
603	603	postive	the um cross of personality is really um charismatic and dynamic 
604	604	negative	um it just goes to show that you really cant trust anyone in this situation 
605	605	postive	zombieland is a really sucessful horror comedy 
606	606	postive	as it contains um rea really well done and faithful homages to the zombie horror sub genre 
607	607	postive	and um while also maintains its kind of detached um satire of the genre 
608	608	postive	but its really well done 
609	609	postive	because um you really wanna see it for yourself 
610	610	postive	um its basically a um slow motion show case of different events 
611	611	postive	this credit sequence i think is the best credit sequence um since watchman 
612	612	postive	and i honestly think if we have seen watchman this would be the best credit sequence of the year 
613	613	postive	yeah it really is good i mean 
614	614	postive	it uses um and this just doesnt apply to the um um credit se sequence on it own but applies to the movie as a whole it really knows how to use s slow motion without making it a gimmick 
615	615	postive	the sequences of the beginning of the film which features columbus explaining some of his rules um to surviving a zombie apocalypse are really well done 
616	616	postive	the xxx sequence is really well done 
617	617	postive	but its a very kind of um stylistic edge on it 
618	618	postive	it its almost like um imagining tarantino directed a zombie movie 
619	619	postive	and the style of the film like the um the free streams of slow motion the um the jump cooks and all that stuff feels very kind of um tarantino ask 
620	620	negative	i cant express my thoughts and feelings about this movie adequately without describing some specific things in the third act of the movie 
621	621	postive	it was widely believed that a sucess of green lantern movie would lead warner brothers to adapt the flash and wonder woman among possibly others 
622	622	postive	and put them in a justice leage movie with the ritual batman and superman 
623	623	negative	so not only that this movie have to deal with the burden of telling its own story and setting up its own inevitable sequels 
624	624	negative	it had to deal with the expectations of potentially setting up all that others stuff 
625	625	negative	yeah not good 
626	626	negative	to all the green lantern fans out there i am so sorry 
627	627	negative	i say that for two reasons first because someone owes you an apologize 
628	628	negative	and warner brothers is never gonna give you one 
629	629	negative	and secondly because as a marvell geek i have experienced my fair share of disappointments over the last decade and i can genuinely sympathize with you 
630	630	postive	before i get to the negatives of the movie let me list off a few of the positives 
631	631	postive	i love jeffrey rush and michael clarke duncan as the voice actors 
632	632	postive	they do a great job with their roles 
633	633	postive	they are great additions 
634	634	postive	i also love the casting of mark strong as sinestro 
635	635	postive	hes perfect for that role 
636	636	postive	and um finally a particular stand out scene for me was the fighter jet sequence 
637	637	postive	it was by far my favorite action seen in the movie 
638	638	postive	i thought it was really well put together 
639	639	postive	and um i thought it worked worked pretty well 
640	640	negative	um and in fact in spite of all the negatives im about to mention i thought the movie was working for a while for about the first third um but at the end of act one two significant things happened 
641	641	negative	actor human arrives and starts chewing scenery like its a two dollar steak 
642	642	negative	and how jordan flies off to the green lantern core planet oh and the movie starts sequel baiting 
643	643	negative	these two developments together caused what was up to that point a noble effort to start falling apart at the seams 
644	644	negative	and it was painful to watch 
645	645	negative	i dont even know why i really should begin with listing off the negatives but im going to start with a few of the superficial things 
646	646	negative	the acting ranges from mediocrity to from the live action actors 
647	647	negative	but i cant really blame them for that 
648	648	negative	this is star wars prequel territory 
649	649	negative	the acting is not that bad 
650	650	negative	but still its that kind of movie making 
651	651	postive	uh i really enjoyed doing them for the philly d movie club so i thought oh why not 
652	652	postive	uh rango is a really cute movie 
653	653	postive	um i i liked a lot of the movie 
654	654	postive	i will admit im a big johnny depp fan 
655	655	postive	um i pretty much will go see any movie that kind of has an interesting plot if hes in it 
656	656	negative	um its not his best 
657	657	postive	i mean corpse bride hes really good in corpse bride 
658	658	neutral	and rango kind of falls into that 
659	659	postive	well its a johnny depp movie so its entertaining 
660	660	negative	but its not something that i would go buy 
661	661	negative	or something i would recommend 
662	662	postive	unless you have little kids to bring with you 
663	663	postive	oh it has some really good references of past johnny depp films in it like while the chameleons getting bounced along the highway you run into henry s thompson 
664	664	postive	uh hes super entertaining as the chameleon 
665	665	postive	i mean johnny depts a wonderful voice actor so um he hes i do hes an incredible voice actor 
666	666	postive	like thats really the best part of the movie is listening to him uh pull off all these different voices 
667	667	postive	and be this really quirky little chameleon 
668	668	postive	um i i would yeah i would recommend it if you have little kids 
669	669	negative	but if you dont really have any small friends uh that sounded really perverted small children that you are related to um to take to the movies uh i wouldnt go see it by myself 
670	670	neutral	i definitely will buy it 
671	671	postive	but uh it was worth the free movie passes that i used on it 
672	672	postive	and thanks for listening to me ramble 
673	673	negative	it only had the potential to be a film that was both proving and action packed 
674	674	negative	but unfortunately its just an ugly wild violent involving and sadistic exercise 
675	675	negative	that i got very little joy out of 
676	676	negative	in fact i got mostly pain out of it 
677	677	neutral	thats pretty heavily inferred in the opening sequence 
678	678	negative	when she gets there is forced to not only be trapped in the vocation that she obviously doesnt wanna be in 
679	679	negative	now it also takes so really creepy xxx the fact that emily browning in this movie looks like shes underage 
680	680	negative	but i dont know 
681	681	negative	that kind of looks like video game in a certain way 
682	682	neutral	in fact the first time she goes in it looks like a japanese temple 
683	683	negative	and later time she goes like a world war ii battlefield um castle this kind of pulled out of lord of the rings 
684	684	neutral	whats in her mind within her mind in a way its kind of like inception in that way 
685	685	postive	its kind of playing with the idea whats real whats not what the matrix films did 
686	686	neutral	although actually the best comparison this is this film would actually be something like pans labyrinth 
687	687	negative	cowboys and aliens metaphorical speaking is like one of those nfl teams that has the talent to be a super bowl champion but instead ends up being a wild cart team that just gets dismissed in the first round of playoffs 
688	688	postive	yeah job pretty well done 
689	689	negative	i mean it wasnt a bad year 
690	690	neutral	but there was a lot of potential left on the table 
691	691	neutral	and that describes cowboys and aliens pretty well 
692	692	postive	though i guess i should be grateful that it turned out as good as it did 
693	693	postive	because given all the strikes that it had going against before wonder production it could have been much much worse 
694	694	postive	fortunately some good decisions were made before the camara started rolling 
695	695	negative	but this probably had the unfortunate side effect of raising bad expectations to unreasonable levels 
696	696	postive	when i saw the first trailer back in november of last year this movie immediately shot up near the top of my list of must see movies for 2011 
697	697	negative	the final product ultimately doesnt live up to the high order of that first trailer 
698	698	postive	but its still a pretty enjoyable ride if you go in wanting to see a bunch of cowboys battle a bunch of aliens yeah youll pretty much get your fill 
699	699	postive	but if thats all youre looking for youll actually miss the best thing about this movie 
700	700	negative	jon favreau is probably not the guy that i would hire if i was looking for a director for an action movie 
701	701	negative	i mean yeah hes a competent action director 
702	702	neutral	hes action sequences are certainly a lot better than the incoherent impossible to follow slope that we see in a typical michael bay movie 
703	703	negative	but its action isnt particulary memorable 
704	704	negative	and the action wasnt the most memorable thing about any on those movies 
705	705	postive	the ironman films are fondly remembered mostly for robert down jr not the action 
706	706	negative	and the same thing has more or less happened here yeah thats right 
707	707	postive	the movie called cowboys and aliens daniel craig steels the whole damn show 
708	708	postive	hes playing a variation of the iconic man with no name character that was made famous by clint eastwood 
709	709	postive	and now that ive seen him in the role i cant imagine any other current actor trying ot pull it off 
710	710	postive	he is perfect from start to finish 
711	711	postive	harrison ford is a long for the ride and having a blast as the second lead 
712	712	postive	and the cast is pretty well rounded out with supporting performance from guys like sam rockwell as the doc 
713	713	negative	theyre all playing cliched stock western characters 
714	714	postive	but i really dont care that the characters are walking cliches when they are this well done 
715	715	postive	and the actors do such a good job of carrying of their particular arcs 
716	716	negative	cowboys and aliens problem is the screenplay 
717	717	negative	six different people got writing credit for this movie and the results are exactly what you would expect 
718	718	postive	not great 
719	719	negative	sigh i really think what this was missing was that humor and that wit that than the other shrek movies 
720	720	negative	um its just not there 
721	721	postive	its okay 
722	722	negative	but its really not wonderful 
723	723	negative	nothing to rush out and see 
724	724	neutral	there arent a lot of kids movies out right now so 
725	725	neutral	and i guess normally shrek is for adults 
726	726	negative	but lack you know very lackluster 
727	727	negative	chuckle be forewarned low expectations 
728	728	postive	okay and now its late 
729	729	negative	which would have been a better name for the movie 
730	730	postive	and i really enjoyed it 
731	731	postive	the countryside which they showed while going across ireland was astoundingly ble beautiful 
732	732	postive	and in the scene with the destroyed castle it really reminded me why i want to go there so badly 
733	733	postive	although i enjoyed the movie 
734	734	negative	if i think about it honestly the plot wasnt that great 
735	735	postive	its a fun chick flick 
736	736	negative	but other than that it doesnt really hold up under inspection 
737	737	negative	lip smacking all the problems that come to stop them from getting to their destination are although plausible a little weak 
738	738	negative	even though the whole movie is based on whether she gets to dublin in time youre never really worried about it because you know she gets there 
739	739	postive	lip making a lot of this movie brings a cute laugh here and there 
740	740	postive	and both the actors amy adams and matthew goode work well with each other 
741	741	postive	and seem to be really enjoying themselves the whole way through 
742	742	negative	even when theyre fighting in the movie though it just seems like its their banter not actual dislike 
743	743	postive	all in all if youre looking for a cute romantic comedy with a beautiful setting then this will probably be a good movie for you 
744	744	postive	i just got finished watching an excellent movie called mars needs moms 
745	745	postive	and my favorite characters in the movie would have to be milo milos mother and gribble 
746	746	postive	i liked gribble because he helped milo get milos mother away from the alias 
747	747	postive	which i thought was awesome 
748	748	postive	and my favorite part in the movie was when milo has to save gribble 
749	749	postive	and i would recommend this movie for ages 3 and up 
750	750	postive	because it is a good movie 
751	751	postive	and it depends what age you are and how you to how you feel like see the movie 
752	752	negative	like for example my brother is five years old and he didnt think this movie was scary at all 
753	753	postive	i am eight years old and i thought it was really s kind of scary 
754	754	negative	and i think i why i would be scared is because i would feel scared and kind of sad if i lost my own mother 
755	755	postive	but it all turns out great in the end 
756	756	neutral	and he really seems to be channeling michael bay in this movie 
757	757	negative	the plot has the consistency of swiss cheese 
758	758	postive	and its really glossed over with lots of stunning special effects and big explosions 
759	759	negative	sigh all in all its kind of a disappointment to any of us who grew up in the 80s and are used to the toys in the cartoon 
760	760	negative	i feel like it almost should have had a g rating 
761	761	negative	it was really kind of dumb down for us 
762	762	negative	and i hate to say that 
763	763	postive	i think you will really love this movie if you are 8 
764	764	negative	but if you are a child who grew up in that time period youre not going to enjoy this movie very much 
765	765	negative	because they arent playing to you theyre playing to a new audience of kids who dont know anything about these characters in the first place 
766	766	neutral	and all i can is hes a pretty average guy 
767	767	negative	i dont really feel any emotional pull from him in this movie 
768	768	negative	marlon wayans kind of plays a watered down version of himself from other movies 
769	769	postive	he does some stereotypical things like talking uh about busting a cap while flying an airplane 
770	770	negative	and hes pretty average too 
771	771	postive	the two women in this movie are particularly good looking 
772	772	postive	and so thats pretty entertaining 
773	773	postive	this is a really big movie for their careers because i havent really seen them in a lot of big movies 
774	774	negative	and his performance is campy and comes off as an army cheerleader some of the time 
775	775	postive	he is average 
776	776	negative	and its sh so short lived he barely needs to even be there 
777	777	postive	uh is very cool 
778	778	postive	his fight sequences are very neat 
779	779	postive	and he delivers a lot of intensity 
780	780	negative	robin hood starring russel crow um first thing i got to say xxx i was dreading going in to see this movie 
781	781	negative	the trailers weren really doing it much for me 
782	782	negative	so i really was not looking forward to seeing this movie 
783	783	negative	um but i guess say maybe my expectations were lowered by these other reviews that i read 
784	784	postive	but i didnt mind it 
785	785	neutral	but i didnt find it all that bad 
786	786	negative	i didnt find it all that good 
787	787	postive	like i said maybe my expectations were lowered because of all of those reviews but i really didnt hate it 
788	788	negative	like what people could hate about this movie there are some negatives to say the least 
789	789	negative	um really first and foremost it just lacked the charm of these past robin hood movies that we know 
790	790	postive	theres men in tights which you know hilarious spoof of the story 
791	791	negative	theres a kevin costner prince of fee version which was supposed to be the dark and edgy version of his time i mean but that was what thirteen years ago fourteen years ago probably more than that 
792	792	negative	and it just lacked the charm of those past movies 
793	793	negative	it did seem to focus too much on epic epic epic 
794	794	negative	and it really just lacked what made the other movies more enjoyable 
795	795	negative	and suffers from what i call kingdom of heaven syndrome where it builds too much for these huge catastrophic war sequences theyre supposed to blow you away but the problem is you dont give a damn because it just lacks that charm of the past movies 
796	796	negative	um not in all instances but the ones that matter the most yeah 
797	797	negative	um russel crow and cate blanchette just did not sell it for me i had a very hard time just buying it 
798	798	negative	like were supposed to believe that these two are in their mid wel you know mid thirties at the oldest and laughter theyre looking pretty rough in this movie 
799	799	postive	i can appreciate that 
800	800	negative	hes not gonna be looking like a chipper bright young man but early thirties really you want me to buy that 
801	801	negative	i cant do it 
802	802	negative	especially when hes hanging around with a married men who all but one of them are probably early twenties laughter and one of them is maybe mid twenties and meanwhile theyre hanging in with papa russel it just looks like you know its bunch of a guys hanging there so one brought dad along coz he offered to drive 
803	803	negative	and um i have to admit i was watching this i purposely put it on because i figured it would be something that would be stupid that i could fall asleep in the middle of and not miss too much 
804	804	negative	just wanted something to watch while i was falling asleep 
805	805	negative	so i didnt didnt have very high expectations for this movie 
806	806	negative	and i um pretty much it pretty much met my low expectations for the most part 
807	807	negative	because i three major complaints i have about this movie 
808	808	negative	um biggest one is the cgi effects were just terrible 
809	809	negative	and um the story was pretty weird 
810	810	negative	um and again i i if i had to pay closer attention i might have followed it more 
811	811	negative	and might have been it might have made more sense 
812	812	negative	um um this movie this movie um by half way through i was checking the time and saw that this movie was two hours long 
813	813	negative	which i mean for a movie about ji joe ninth minutes is enough 
814	814	negative	ok i dont need a three hour mini xxx about ji joe 
815	815	negative	but thats just me 
816	816	negative	i thought that two hours was way too long for this movie 
817	817	negative	and the last big thing was um just the the it it i know its about joe you know obviously its gonna be about the army but it just felt like um like um military propaganda kind of like you know 
818	818	negative	it fell like i was watching one of those army of one commercials sometimes 
819	819	negative	of course its too much 
820	820	postive	of course its gonna be making them look good just fine 
821	821	postive	i i guess um but the funny thing is um i mean funny thing is despite as despite everything bad about this movie i ended up half way liking it 
822	822	negative	and thats because about half way through the movie i realized that this is just its really just a cartoon 
823	823	negative	if you look at it as a live action movie you youre gonna be disappointed 
824	824	negative	but if you look at it as a cartoon which is pretty much mostly is with all the cgi fx 
825	825	negative	and and there is a lot of it 
826	826	neutral	i mean this movie makes um makes um star wars pretty close 
827	827	postive	i mean its its about that level star war is 
828	828	negative	pretty close as far as just cgi heavy like this time its what its like human face and everything around that face is cartoon cgi computer effects 
829	829	negative	before i went in to see the green lantern ive been hearing all these like critics basically just trashing this movie left and right 
830	830	postive	but i at the same time i do wanna just say that i enjoyed this movie 
831	831	postive	i enjoyed it for what it was you know 
832	832	postive	its a huge sort of spectacle movie that is great for this summer time you know 
833	833	postive	this is a movie that youre gonna go out and see 
834	834	postive	and you wanna see it in 3d 
835	835	postive	because i i would actually say this probably is one of the first movies this year that ive seen this year that you wanna see in 3d especially for just the opening portion 
836	836	postive	it looks really good 
837	837	postive	and the rest of it does look good as well 
838	838	postive	and i just had fun watching this movie 
839	839	postive	its not like a dark movie or anything 
840	840	postive	its very much a light hearted 
841	841	postive	so its perfect for kids as well as just like teenagers as well who just wanna see a lot of explosions and some crazy stuff 
842	842	negative	and you know going into it or these watching the trailers before head i was really kind of hesitant about seeing the green lantern in the first place 
843	843	negative	because it looks like a cartoon 
844	844	negative	im not really a huge fan of having like all these 3d characters 
845	845	negative	because i think why not just make this you know movie this live action movie and talk cartoon 
846	846	postive	thats really the route that youre gonna go 
847	847	neutral	and it seemed like they were gonna go that route 
848	848	postive	but i think there was also some sort of like um tone within the actual um powers of the green lantern and himself and that you can basically think up of anything and you can project that into the real life 
849	849	postive	and i think having this sort of superpower almost this power to just imagine anything kind of just um helped me get passed that you know these are all cgi characters and set 
850	850	postive	this is a playground and their imaginary playground and anything can happen anything that what also made the film exciting 
851	851	postive	because you dont entirely know whats coming next 
852	852	negative	but then you kind of like walk out of the movie and youre like well i i get what happened i understand what happened 
853	853	negative	but what what would you do for green lantern movie 2 that would be even like worth while now 
854	854	neutral	because i mean if hes able to do all of this sort of stuff like how youre supposed to really put up a force that can push him to the next level or or destroy him at the same time 
855	855	postive	and it does kind of a lea helps alleviate what that whole was is about fighting the ultimate enemy within this first movie and that the threat is still there potentially speaking 
856	856	postive	so its kind of interesting to see um where theyre gonna be going with that 
857	857	postive	im looking forward to it ive got to say 
858	858	negative	its not like the green lantern is the next batman begins or or the dark nighter 
859	859	neutral	but i do wanna tell you about priest 
860	860	negative	if you were looking for a movie that has anything realistic in it you should not be looking at this movie because it is insane 
861	861	postive	if you like explosions really ridiculous action sequences melodramatic plot and acting this is the right movie to see 
862	862	postive	and she also has pretty sweet moves 
863	863	postive	and is fun to watch 
864	864	postive	some really fun touches within the movie is that two vampires in other shows appear in this movie not as vampires 
865	865	postive	there also two lord of the rings grads which i absolutely love 
866	866	postive	and anyone who knows me knows the lord of the rings trilogy is probably my favorite movie ever 
867	867	negative	if all three of them were put together 
868	868	postive	yeah thats about how my favorite list goes 
869	869	negative	which basically means hes wormtongue again in a different way 
870	870	postive	other notable mentioned are christopher plumber 
871	871	postive	and she is a really pretty girl 
872	872	postive	this is one of my favorite types of movies 
873	873	postive	i really love the melodramatic over the top crazy action sort of thing going on 
874	874	postive	theres s scene in a cave where they fight a giant monster that really reminds me of like some sort of lord of the rings mines of moria moment 
875	875	postive	and theres a better on top of the train fights than the first mission impossible movie 
876	876	postive	so yes i really enjoyed it 
877	877	postive	i thought it was fun 
878	878	postive	and i enjoyed myself a lot at the movie 
879	879	postive	i laughed at quite a bit of the dialogue 
880	880	postive	and there actually was one scene that i found kin 
881	881	negative	watch this fucking movie 
882	882	postive	and um particularly the movies that i feel like should gotten nominated but didnt and never let me go is actually one of those movies 
883	883	negative	i think a lot of people are really split about this movie 
884	884	negative	theres a certain deadpan nature to it 
885	885	negative	it was a pretty slow movie for the most part 
886	886	postive	and it was it was thoughtful 
887	887	negative	but there are you know there critics of movies that are sometimes too thoughtful in a way and i think that would never let me go 
888	888	negative	a lot of critics said that it relied too much on the audience to um explore the themes in the film and you know tightly so i guess which 
889	889	postive	um in a way a lot of the themes in never let me go which were very profound and deep 
890	890	negative	they weren fully explored 
891	891	neutral	and i think that the movie did rely on you to kind of figure it out and kind of deal with those ideas by yourself 
892	892	postive	but regardless i thought it was a very good movie 
893	893	postive	those three are some of the best young actors of today 
894	894	postive	she and everything she does she has so much grace to it and so much fluidity 
895	895	negative	and keira knightley i mean everybody knows her from the pirates of the carribean 
896	896	postive	but i mean in her other works like pride and prejudice shes just been realy fantastic 
897	897	neutral	and andrew garfield of course everybody knows him form the social network 
898	898	postive	so look out for that that should be interesting 
899	899	postive	but anyways they did um they did act very well 
900	900	negative	and you dont exactly know what is going on 
901	901	neutral	i think it takes place sometime um its i dont think its present day 
902	902	postive	but its um its someone modern i would say 
903	903	postive	its not its not like a period piece or anything 
904	904	negative	and you dont exactly know whats going on 
905	905	negative	and i think early on the twist is revealed 
906	906	postive	because i really wanted to see it actually 
907	907	negative	and um first of all i i actually was never a huge fan of the ji joe tv series 
908	908	neutral	or big collector of the action figures 
909	909	postive	but i wasnt big on it um 
910	910	postive	ji joe rise of the cobra um this movie is incredible cheese 
911	911	postive	but in the good way i in ist theres two types of cheese and this is the good kind of cheese 
912	912	negative	yes it the acting is a little rough in some parts 
913	913	negative	well you know um corny 
914	914	negative	but the m the script is corny 
915	915	negative	i mean the way its written is corny 
916	916	postive	i mean i didnt go to this movie expecting to see the dark night 
917	917	postive	and quite honestly i wish ive seen this over the summer 
918	918	postive	because if ive seen it over the summer i probably would rated it best action movie i saw this summer 
919	919	negative	this summer was kind of weird with the action movies if you ask me 
920	920	postive	i did like transformers 2 even though a lot of people didnt like that 
921	921	negative	but you know this movie um this really um would made up for a disappointment that it had a terminator salvation 
922	922	postive	and um you know you have a lot of good actors in this movie actually a lot of good actors 
923	923	negative	in you know theyre in there this is a cheese um movie 
924	924	negative	so you know its not like you actually getting like academy award quality acting performances 
925	925	negative	um and now the performances are like something like to write home about 
926	926	postive	um that being said you can tell that lot people were having fun with this 
927	927	postive	and i xxx like in particular joseph joseph had a lot of fun with his role 
928	928	postive	i think um rachel nichols had a lot of fun with her role 
929	929	postive	marlon wayans had a lot of fun 
930	930	postive	but the guy from lost had a lot of fun 
931	931	postive	dennis quaid i think had a lot of fun 
932	932	neutral	um same with christopher eccleston 
933	933	postive	so i i think it was cool to actually see ray park in action great action star 
934	934	postive	he does a great job with his snake eyes which is always cool to see that 
935	935	postive	joe movie is how international it was it was very divert 
936	936	negative	and i thought this movie was gonna be really good because matt damon was in it 
937	937	negative	and i was really disappointed 
938	938	negative	like they talk for like five minutes and instantly kiss which is dumb 
939	939	postive	what i liked about this movie was the concept was cool 
940	940	negative	but they did not execute it very well 
941	941	negative	and they left a lot of plot holes 
942	942	negative	this movie is terrible for these reasons 
943	943	negative	number one because the love is forced 
944	944	negative	you dont feel that these two people love each other 
945	945	negative	and it is very rushed 
946	946	negative	i mean you dont see why these two people love each other 
947	947	negative	theres no character development really with these two 
948	948	negative	like they have their own separate character development but none where these two should be together 
949	949	negative	theres no reason why they should be together 
950	950	negative	you dont see why they should like each other cause they dont show it in the movie 
951	951	negative	browning is mediocre role 
952	952	negative	theres never a feeling of star quality with her 
953	953	negative	she isnt terrible 
954	954	negative	but quite frankly she is implausible 
955	955	neutral	like the average horror film the uninvited 
956	956	postive	and visually stunning 
957	957	postive	and i dont know why people are hating on the film because i really do love it 
958	958	negative	overall browning is just fails to deliver 
959	959	negative	and is upstaged by many other performances in the film 
960	960	negative	the supporting cast is either hit or miss 
961	961	postive	the hits include oscar isaak as the main villain like i said blue jena malone is the soft spoken rocket and the stealing abby cornish is sweet pea a troubled and reluctant young woman in the pack 
962	962	negative	the misses include you know vanessa hudgens 
963	963	negative	who doesnt have any presents or greatness at all 
964	964	negative	and the other horrible i mean absolutely atrocious carla gugino as doctor vera gorski 
965	965	negative	whos accent is so awful 
966	966	negative	and whos is ridiculous 
967	967	negative	and her character is also undeveloped and weak 
968	968	postive	jon hamm and scott glenn could bring you know they could be interesting characters 
969	969	negative	and they could have great back stories 
970	970	negative	but they you know they they bring nothing to this table 
971	971	negative	and which hurts the film drastically 
972	972	postive	because they are interesting characters 
973	973	postive	and could have interesting back stories 
974	974	negative	the acting could be better and is very medio 
975	975	postive	there is some sort of greatness to sucker punch though 
976	976	postive	first the visual effects here are stellar 
977	977	postive	they are unique 
978	978	postive	incredible candy 
979	979	postive	and just overall superb 
980	980	postive	and the action in the movie is so well used 
981	981	negative	which i was not excited to see 
982	982	postive	and it actually surprised me 
983	983	postive	and i have to admit i i like shrek i do 
984	984	postive	i like the first two shares quite a bit 
985	985	negative	um theyre become quite a bit overrated 
986	986	postive	but the first two were pretty excellent 
987	987	negative	the third one was a piece of crap 
988	988	negative	and thats why i was not excited about the fourth one 
989	989	postive	um which actually was really good 
990	990	postive	i did like the fourth one quite a bit 
991	991	postive	um i i did enjoy it 
992	992	postive	it reminded me of the first one had the same kind of vibe like the first one 
993	993	postive	and it just was better 
994	994	negative	maybe its the baby ogres maybe bringing in the baby ogres really brought it down 
995	995	negative	coz the first two were great and they brought in the kids and it made it more kiddy friendly movie 
996	996	postive	the first two were kid movies 
997	997	postive	but they were had adult humour 
998	998	postive	i though that adults would appreciate 
999	999	negative	and would go over the kids heads and this is what the fourth one kind of has 
1000	1000	postive	the third one was more kid humour though 
1001	1001	negative	it didnt have that much adult humour in it 
1002	1002	postive	um yeah the fourth one it does have kid humour definately 
1003	1003	negative	its a kids movie 
1004	1004	postive	but it does have some adult humour 
1005	1005	negative	those are quote in this movie that sounded so dirty coming out 
1006	1006	postive	but it as great 
1007	1007	negative	yes um something about waffle hole am i the only one am i perverted not to think that that sounds dirty coz it totally does waffle hole 
1008	1008	postive	it had me laughing out loud 
1009	1009	negative	and i dont think that many other people were laughing about it 
1010	1010	postive	um yeah its its better than the third one absolutely 
1011	1011	negative	because my one of my cousins doesnt like the glasses 
1012	1012	postive	and let me tell you it surpassed itself 
1013	1013	negative	it reached the new rights of horrendous 
1014	1014	negative	this movie isnt just bad its diabolical 
1015	1015	negative	first let me just say i saw quite a few guys at the cinema who clearly been dragged there by the girlfriends and to those guys i say would you like me to sew your balls back on for you 
